year,geography,data_type,all,category,value
2020,Skamania,Max. % Total Population,18,35-49,18
2020,Skamania,Max. Sub-Population,2171,35-49,2171
2020,Skamania,Max. Total Population,12220,35-49,12220
2020,Snohomish,Max. % Total Population,21,35-49,21
2020,Snohomish,Max. Sub-Population,176569,35-49,176569
2020,Snohomish,Max. Total Population,830500,35-49,830500
2020,Spokane,Max. % Total Population,17,35-49,17
2020,Spokane,Max. Sub-Population,87964,35-49,87964
2020,Spokane,Max. Total Population,522600,35-49,522600
2020,Stevens,Max. % Total Population,15,35-49,15
2020,Stevens,Max. Sub-Population,6878,35-49,6878
2020,Stevens,Max. Total Population,45920,35-49,45920
2020,Thurston,Max. % Total Population,19,35-49,19
2020,Thurston,Max. Sub-Population,54528,35-49,54528
2020,Thurston,Max. Total Population,291000,35-49,291000
2020,Wahkiakum,Max. % Total Population,12,35-49,12
2020,Wahkiakum,Max. Sub-Population,518,35-49,518
2020,Wahkiakum,Max. Total Population,4210,35-49,4210
2020,Walla Walla,Max. % Total Population,15,35-49,15
2020,Walla Walla,Max. Sub-Population,9498,35-49,9498
2020,Walla Walla,Max. Total Population,62580,35-49,62580
2020,Whatcom,Max. % Total Population,16,35-49,16
2020,Whatcom,Max. Sub-Population,37448,35-49,37448
2020,Whatcom,Max. Total Population,228000,35-49,228000
2020,Whitman,Max. % Total Population,11,35-49,11
2020,Whitman,Max. Sub-Population,5642,35-49,5642
2020,Whitman,Max. Total Population,50480,35-49,50480
2020,Yakima,Max. % Total Population,18,35-49,18
2020,Yakima,Max. Sub-Population,45320,35-49,45320
2020,Yakima,Max. Total Population,258200,35-49,258200
2020,State Total,Max. % Total Population,19,35-49,19
2020,State Total,Max. Sub-Population,1471187,35-49,1471187
2020,State Total,Max. Total Population,7656200,35-49,7656200
2019,Adams,Max. % Total Population,13,50-64,13
2019,Adams,Max. Sub-Population,2562,50-64,2562
2019,Adams,Max. Total Population,20150,50-64,20150
2019,Asotin,Max. % Total Population,22,50-64,22
2019,Asotin,Max. Sub-Population,4943,50-64,4943
2019,Asotin,Max. Total Population,22520,50-64,22520
2019,Benton,Max. % Total Population,19,50-64,19
2019,Benton,Max. Sub-Population,38217,50-64,38217
2019,Benton,Max. Total Population,201800,50-64,201800
2019,Chelan,Max. % Total Population,21,50-64,21
2019,Chelan,Max. Sub-Population,16215,50-64,16215
2019,Chelan,Max. Total Population,78420,50-64,78420
2019,Clallam,Max. % Total Population,21,50-64,21
2019,Clallam,Max. Sub-Population,16269,50-64,16269
2019,Clallam,Max. Total Population,76010,50-64,76010
2019,Clark,Max. % Total Population,20,50-64,20
2019,Clark,Max. Sub-Population,96687,50-64,96687
2019,Clark,Max. Total Population,488500,50-64,488500
2019,Columbia,Max. % Total Population,24,50-64,24
2019,Columbia,Max. Sub-Population,1000,50-64,1000
2019,Columbia,Max. Total Population,4160,50-64,4160
2019,Cowlitz,Max. % Total Population,21,50-64,21
2019,Cowlitz,Max. Sub-Population,22713,50-64,22713
2019,Cowlitz,Max. Total Population,108950,50-64,108950
2019,Douglas,Max. % Total Population,19,50-64,19
2019,Douglas,Max. Sub-Population,7985,50-64,7985
2019,Douglas,Max. Total Population,42820,50-64,42820
2019,Ferry,Max. % Total Population,23,50-64,23
2019,Ferry,Max. Sub-Population,1809,50-64,1809
2019,Ferry,Max. Total Population,7830,50-64,7830
2019,Franklin,Max. % Total Population,14,50-64,14
2019,Franklin,Max. Sub-Population,13559,50-64,13559
2019,Franklin,Max. Total Population,94680,50-64,94680
2019,Garfield,Max. % Total Population,23,50-64,23
2019,Garfield,Max. Sub-Population,506,50-64,506
2019,Garfield,Max. Total Population,2220,50-64,2220
2019,Grant,Max. % Total Population,17,50-64,17
2019,Grant,Max. Sub-Population,16406,50-64,16406
2019,Grant,Max. Total Population,98740,50-64,98740
2019,Grays Harbor,Max. % Total Population,21,50-64,21
2019,Grays Harbor,Max. Sub-Population,15923,50-64,15923
2019,Grays Harbor,Max. Total Population,74160,50-64,74160
2019,Island,Max. % Total Population,21,50-64,21
2019,Island,Max. Sub-Population,18165,50-64,18165
2019,Island,Max. Total Population,84820,50-64,84820
2019,Jefferson,Max. % Total Population,24,50-64,24
2019,Jefferson,Max. Sub-Population,7681,50-64,7681
2019,Jefferson,Max. Total Population,31900,50-64,31900
2019,King,Max. % Total Population,18,50-64,18
2019,King,Max. Sub-Population,391690,50-64,391690
2019,King,Max. Total Population,2226300,50-64,2226300
2019,Kitsap,Max. % Total Population,21,50-64,21
2019,Kitsap,Max. Sub-Population,56332,50-64,56332
2019,Kitsap,Max. Total Population,270100,50-64,270100
2019,Kittitas,Max. % Total Population,18,50-64,18
2019,Kittitas,Max. Sub-Population,8379,50-64,8379
2019,Kittitas,Max. Total Population,46570,50-64,46570
2019,Klickitat,Max. % Total Population,22,50-64,22
2019,Klickitat,Max. Sub-Population,5024,50-64,5024
2019,Klickitat,Max. Total Population,22430,50-64,22430
2019,Lewis,Max. % Total Population,21,50-64,21
2019,Lewis,Max. Sub-Population,16488,50-64,16488
2019,Lewis,Max. Total Population,79480,50-64,79480
2019,Lincoln,Max. % Total Population,23,50-64,23
2019,Lincoln,Max. Sub-Population,2575,50-64,2575
2019,Lincoln,Max. Total Population,10960,50-64,10960
2019,Mason,Max. % Total Population,21,50-64,21
2019,Mason,Max. Sub-Population,13779,50-64,13779
2019,Mason,Max. Total Population,64980,50-64,64980
2019,Okanogan,Max. % Total Population,22,50-64,22
2019,Okanogan,Max. Sub-Population,9400,50-64,9400
2019,Okanogan,Max. Total Population,42730,50-64,42730
2019,Pacific,Max. % Total Population,24,50-64,24
2019,Pacific,Max. Sub-Population,5269,50-64,5269
2019,Pacific,Max. Total Population,21640,50-64,21640
2019,Pend Oreille,Max. % Total Population,24,50-64,24
2019,Pend Oreille,Max. Sub-Population,3305,50-64,3305
2019,Pend Oreille,Max. Total Population,13740,50-64,13740
2019,Pierce,Max. % Total Population,19,50-64,19
2019,Pierce,Max. Sub-Population,171730,50-64,171730
2019,Pierce,Max. Total Population,888300,50-64,888300
2019,San Juan,Max. % Total Population,26,50-64,26
2019,San Juan,Max. Sub-Population,4383,50-64,4383
2019,San Juan,Max. Total Population,17150,50-64,17150
2019,Skagit,Max. % Total Population,20,50-64,20
2019,Skagit,Max. Sub-Population,26285,50-64,26285
2019,Skagit,Max. Total Population,129200,50-64,129200
2019,Skamania,Max. % Total Population,25,50-64,25
2019,Skamania,Max. Sub-Population,2970,50-64,2970
2019,Skamania,Max. Total Population,12060,50-64,12060
2019,Snohomish,Max. % Total Population,20,50-64,20
2019,Snohomish,Max. Sub-Population,167382,50-64,167382
2019,Snohomish,Max. Total Population,818700,50-64,818700
2019,Spokane,Max. % Total Population,19,50-64,19
2019,Spokane,Max. Sub-Population,98465,50-64,98465
2019,Spokane,Max. Total Population,515250,50-64,515250
2019,Stevens,Max. % Total Population,23,50-64,23
2019,Stevens,Max. Sub-Population,10391,50-64,10391
2019,Stevens,Max. Total Population,45570,50-64,45570
2019,Thurston,Max. % Total Population,20,50-64,20
2019,Thurston,Max. Sub-Population,57412,50-64,57412
2019,Thurston,Max. Total Population,285800,50-64,285800
2019,Wahkiakum,Max. % Total Population,23,50-64,23
2019,Wahkiakum,Max. Sub-Population,980,50-64,980
2019,Wahkiakum,Max. Total Population,4190,50-64,4190
2019,Walla Walla,Max. % Total Population,19,50-64,19
2019,Walla Walla,Max. Sub-Population,11665,50-64,11665
2019,Walla Walla,Max. Total Population,62200,50-64,62200
2019,Whatcom,Max. % Total Population,19,50-64,19
2019,Whatcom,Max. Sub-Population,43346,50-64,43346
2019,Whatcom,Max. Total Population,225300,50-64,225300
2019,Whitman,Max. % Total Population,11,50-64,11
2019,Whitman,Max. Sub-Population,5484,50-64,5484
2019,Whitman,Max. Total Population,50130,50-64,50130
2019,Yakima,Max. % Total Population,17,50-64,17
2019,Yakima,Max. Sub-Population,42653,50-64,42653
2019,Yakima,Max. Total Population,255950,50-64,255950
2019,State Total,Max. % Total Population,19,50-64,19
2019,State Total,Max. Sub-Population,1436027,50-64,1436027
2019,State Total,Max. Total Population,7546410,50-64,7546410
2020,Adams,Max. % Total Population,13,50-64,13
2020,Adams,Max. Sub-Population,2696,50-64,2696
2020,Adams,Max. Total Population,20450,50-64,20450
2020,Asotin,Max. % Total Population,22,50-64,22
2020,Asotin,Max. Sub-Population,4918,50-64,4918
2020,Asotin,Max. Total Population,22640,50-64,22640
2020,Benton,Max. % Total Population,19,50-64,19
2020,Benton,Max. Sub-Population,38808,50-64,38808
2020,Benton,Max. Total Population,205700,50-64,205700
2020,Chelan,Max. % Total Population,21,50-64,21
2020,Chelan,Max. Sub-Population,16414,50-64,16414
2020,Chelan,Max. Total Population,79660,50-64,79660
2020,Clallam,Max. % Total Population,21,50-64,21
2020,Clallam,Max. Sub-Population,16170,50-64,16170
2020,Clallam,Max. Total Population,76770,50-64,76770
2020,Clark,Max. % Total Population,20,50-64,20
2020,Clark,Max. Sub-Population,99112,50-64,99112
2020,Clark,Max. Total Population,499200,50-64,499200
2020,Columbia,Max. % Total Population,24,50-64,24
2020,Columbia,Max. Sub-Population,1007,50-64,1007
2020,Columbia,Max. Total Population,4185,50-64,4185
2020,Cowlitz,Max. % Total Population,21,50-64,21
2020,Cowlitz,Max. Sub-Population,22973,50-64,22973
2020,Cowlitz,Max. Total Population,110500,50-64,110500
2020,Douglas,Max. % Total Population,18,50-64,18
2020,Douglas,Max. Sub-Population,8088,50-64,8088
2020,Douglas,Max. Total Population,43750,50-64,43750
2020,Ferry,Max. % Total Population,23,50-64,23
2020,Ferry,Max. Sub-Population,1782,50-64,1782
2020,Ferry,Max. Total Population,7910,50-64,7910
2020,Franklin,Max. % Total Population,15,50-64,15
2020,Franklin,Max. Sub-Population,14324,50-64,14324
2020,Franklin,Max. Total Population,96760,50-64,96760
2020,Garfield,Max. % Total Population,23,50-64,23
2020,Garfield,Max. Sub-Population,508,50-64,508
2020,Garfield,Max. Total Population,2225,50-64,2225
2020,Grant,Max. % Total Population,17,50-64,17
2020,Grant,Max. Sub-Population,16884,50-64,16884
2020,Grant,Max. Total Population,100130,50-64,100130
2020,Grays Harbor,Max. % Total Population,22,50-64,22
2020,Grays Harbor,Max. Sub-Population,16069,50-64,16069
2020,Grays Harbor,Max. Total Population,74720,50-64,74720
2020,Island,Max. % Total Population,21,50-64,21
2020,Island,Max. Sub-Population,17937,50-64,17937
2020,Island,Max. Total Population,85530,50-64,85530
2020,Jefferson,Max. % Total Population,23,50-64,23
2020,Jefferson,Max. Sub-Population,7497,50-64,7497
2020,Jefferson,Max. Total Population,32190,50-64,32190
2020,King,Max. % Total Population,17,50-64,17
2020,King,Max. Sub-Population,387912,50-64,387912
2020,King,Max. Total Population,2260800,50-64,2260800
2020,Kitsap,Max. % Total Population,20,50-64,20
2020,Kitsap,Max. Sub-Population,55355,50-64,55355
2020,Kitsap,Max. Total Population,272200,50-64,272200
2020,Kittitas,Max. % Total Population,18,50-64,18
2020,Kittitas,Max. Sub-Population,8744,50-64,8744
2020,Kittitas,Max. Total Population,48140,50-64,48140
2020,Klickitat,Max. % Total Population,22,50-64,22
2020,Klickitat,Max. Sub-Population,4978,50-64,4978
2020,Klickitat,Max. Total Population,22770,50-64,22770
2020,Lewis,Max. % Total Population,21,50-64,21
2020,Lewis,Max. Sub-Population,16557,50-64,16557
2020,Lewis,Max. Total Population,80250,50-64,80250
2020,Lincoln,Max. % Total Population,23,50-64,23
2020,Lincoln,Max. Sub-Population,2580,50-64,2580
2020,Lincoln,Max. Total Population,11050,50-64,11050
2020,Mason,Max. % Total Population,21,50-64,21
2020,Mason,Max. Sub-Population,13610,50-64,13610
2020,Mason,Max. Total Population,65650,50-64,65650
2020,Okanogan,Max. % Total Population,22,50-64,22
2020,Okanogan,Max. Sub-Population,9495,50-64,9495
2020,Okanogan,Max. Total Population,43130,50-64,43130
2020,Pacific,Max. % Total Population,24,50-64,24
2020,Pacific,Max. Sub-Population,5246,50-64,5246
2020,Pacific,Max. Total Population,21840,50-64,21840
2020,Pend Oreille,Max. % Total Population,23,50-64,23
2020,Pend Oreille,Max. Sub-Population,3237,50-64,3237
2020,Pend Oreille,Max. Total Population,13850,50-64,13850
2020,Pierce,Max. % Total Population,19,50-64,19
2020,Pierce,Max. Sub-Population,173325,50-64,173325
2020,Pierce,Max. Total Population,900700,50-64,900700
2020,San Juan,Max. % Total Population,25,50-64,25
2020,San Juan,Max. Sub-Population,4325,50-64,4325
2020,San Juan,Max. Total Population,17340,50-64,17340
2020,Skagit,Max. % Total Population,20,50-64,20
2020,Skagit,Max. Sub-Population,26397,50-64,26397
2020,Skagit,Max. Total Population,130450,50-64,130450
2020,Skamania,Max. % Total Population,24,50-64,24
2020,Skamania,Max. Sub-Population,2960,50-64,2960
2020,Skamania,Max. Total Population,12220,50-64,12220
2020,Snohomish,Max. % Total Population,20,50-64,20
2020,Snohomish,Max. Sub-Population,169752,50-64,169752
2020,Snohomish,Max. Total Population,830500,50-64,830500
2020,Spokane,Max. % Total Population,19,50-64,19
2020,Spokane,Max. Sub-Population,98804,50-64,98804
2020,Spokane,Max. Total Population,522600,50-64,522600
2020,Stevens,Max. % Total Population,22,50-64,22
2020,Stevens,Max. Sub-Population,10183,50-64,10183
2020,Stevens,Max. Total Population,45920,50-64,45920
2020,Thurston,Max. % Total Population,20,50-64,20
2020,Thurston,Max. Sub-Population,58141,50-64,58141
2020,Thurston,Max. Total Population,291000,50-64,291000
2020,Wahkiakum,Max. % Total Population,23,50-64,23
2020,Wahkiakum,Max. Sub-Population,970,50-64,970
2020,Wahkiakum,Max. Total Population,4210,50-64,4210
2020,Walla Walla,Max. % Total Population,19,50-64,19
2020,Walla Walla,Max. Sub-Population,11633,50-64,11633
2020,Walla Walla,Max. Total Population,62580,50-64,62580
2020,Whatcom,Max. % Total Population,19,50-64,19
2020,Whatcom,Max. Sub-Population,43796,50-64,43796
2020,Whatcom,Max. Total Population,228000,50-64,228000
2020,Whitman,Max. % Total Population,11,50-64,11
2020,Whitman,Max. Sub-Population,5497,50-64,5497
2020,Whitman,Max. Total Population,50480,50-64,50480
2020,Yakima,Max. % Total Population,17,50-64,17
2020,Yakima,Max. Sub-Population,43648,50-64,43648
2020,Yakima,Max. Total Population,258200,50-64,258200
2020,State Total,Max. % Total Population,19,50-64,19
2020,State Total,Max. Sub-Population,1442332,50-64,1442332
2020,State Total,Max. Total Population,7656200,50-64,7656200
2019,Adams,Max. % Total Population,10,65+,10
2019,Adams,Max. Sub-Population,1969,65+,1969
2019,Adams,Max. Total Population,20150,65+,20150
2019,Asotin,Max. % Total Population,26,65+,26
2019,Asotin,Max. Sub-Population,5901,65+,5901
2019,Asotin,Max. Total Population,22520,65+,22520
2019,Benton,Max. % Total Population,16,65+,16
2019,Benton,Max. Sub-Population,32143,65+,32143
2019,Benton,Max. Total Population,201800,65+,201800
2019,Chelan,Max. % Total Population,22,65+,22
2019,Chelan,Max. Sub-Population,16925,65+,16925
2019,Chelan,Max. Total Population,78420,65+,78420
2019,Clallam,Max. % Total Population,30,65+,30
2019,Clallam,Max. Sub-Population,23025,65+,23025
2019,Clallam,Max. Total Population,76010,65+,76010
2019,Clark,Max. % Total Population,17,65+,17
2019,Clark,Max. Sub-Population,82507,65+,82507
2019,Clark,Max. Total Population,488500,65+,488500
2019,Columbia,Max. % Total Population,31,65+,31
2019,Columbia,Max. Sub-Population,1293,65+,1293
2019,Columbia,Max. Total Population,4160,65+,4160
2019,Cowlitz,Max. % Total Population,21,65+,21
2019,Cowlitz,Max. Sub-Population,22721,65+,22721
2019,Cowlitz,Max. Total Population,108950,65+,108950
2019,Douglas,Max. % Total Population,18,65+,18
2019,Douglas,Max. Sub-Population,7760,65+,7760
2019,Douglas,Max. Total Population,42820,65+,42820
2019,Ferry,Max. % Total Population,29,65+,29
2019,Ferry,Max. Sub-Population,2237,65+,2237
2019,Ferry,Max. Total Population,7830,65+,7830
2019,Franklin,Max. % Total Population,10,65+,10
2019,Franklin,Max. Sub-Population,9339,65+,9339
2019,Franklin,Max. Total Population,94680,65+,94680
2019,Garfield,Max. % Total Population,29,65+,29
2019,Garfield,Max. Sub-Population,644,65+,644
2019,Garfield,Max. Total Population,2220,65+,2220
2019,Grant,Max. % Total Population,15,65+,15
2019,Grant,Max. Sub-Population,14329,65+,14329
2019,Grant,Max. Total Population,98740,65+,98740
2019,Grays Harbor,Max. % Total Population,22,65+,22
2019,Grays Harbor,Max. Sub-Population,15992,65+,15992
2019,Grays Harbor,Max. Total Population,74160,65+,74160
2019,Island,Max. % Total Population,27,65+,27
2019,Island,Max. Sub-Population,22955,65+,22955
2019,Island,Max. Total Population,84820,65+,84820
2019,Jefferson,Max. % Total Population,38,65+,38
2019,Jefferson,Max. Sub-Population,12087,65+,12087
2019,Jefferson,Max. Total Population,31900,65+,31900
2019,King,Max. % Total Population,13,65+,13
2019,King,Max. Sub-Population,282238,65+,282238
2019,King,Max. Total Population,2226300,65+,2226300
2019,Kitsap,Max. % Total Population,22,65+,22
2019,Kitsap,Max. Sub-Population,58322,65+,58322
2019,Kitsap,Max. Total Population,270100,65+,270100
2019,Kittitas,Max. % Total Population,18,65+,18
2019,Kittitas,Max. Sub-Population,8567,65+,8567
2019,Kittitas,Max. Total Population,46570,65+,46570
2019,Klickitat,Max. % Total Population,26,65+,26
2019,Klickitat,Max. Sub-Population,5930,65+,5930
2019,Klickitat,Max. Total Population,22430,65+,22430
2019,Lewis,Max. % Total Population,22,65+,22
2019,Lewis,Max. Sub-Population,17459,65+,17459
2019,Lewis,Max. Total Population,79480,65+,79480
2019,Lincoln,Max. % Total Population,27,65+,27
2019,Lincoln,Max. Sub-Population,2925,65+,2925
2019,Lincoln,Max. Total Population,10960,65+,10960
2019,Mason,Max. % Total Population,24,65+,24
2019,Mason,Max. Sub-Population,15781,65+,15781
2019,Mason,Max. Total Population,64980,65+,64980
2019,Okanogan,Max. % Total Population,24,65+,24
2019,Okanogan,Max. Sub-Population,10394,65+,10394
2019,Okanogan,Max. Total Population,42730,65+,42730
2019,Pacific,Max. % Total Population,32,65+,32
2019,Pacific,Max. Sub-Population,6890,65+,6890
2019,Pacific,Max. Total Population,21640,65+,21640
2019,Pend Oreille,Max. % Total Population,27,65+,27
2019,Pend Oreille,Max. Sub-Population,3778,65+,3778
2019,Pend Oreille,Max. Total Population,13740,65+,13740
2019,Pierce,Max. % Total Population,15,65+,15
2019,Pierce,Max. Sub-Population,132246,65+,132246
2019,Pierce,Max. Total Population,888300,65+,888300
2019,San Juan,Max. % Total Population,33,65+,33
2019,San Juan,Max. Sub-Population,5714,65+,5714
2019,San Juan,Max. Total Population,17150,65+,17150
2019,Skagit,Max. % Total Population,22,65+,22
2019,Skagit,Max. Sub-Population,28356,65+,28356
2019,Skagit,Max. Total Population,129200,65+,129200
2019,Skamania,Max. % Total Population,22,65+,22
2019,Skamania,Max. Sub-Population,2712,65+,2712
2019,Skamania,Max. Total Population,12060,65+,12060
2019,Snohomish,Max. % Total Population,15,65+,15
2019,Snohomish,Max. Sub-Population,121187,65+,121187
2019,Snohomish,Max. Total Population,818700,65+,818700
2019,Spokane,Max. % Total Population,17,65+,17
2019,Spokane,Max. Sub-Population,88844,65+,88844
2019,Spokane,Max. Total Population,515250,65+,515250
2019,Stevens,Max. % Total Population,25,65+,25
2019,Stevens,Max. Sub-Population,11397,65+,11397
2019,Stevens,Max. Total Population,45570,65+,45570
2019,Thurston,Max. % Total Population,18,65+,18
2019,Thurston,Max. Sub-Population,52024,65+,52024
2019,Thurston,Max. Total Population,285800,65+,285800
2019,Wahkiakum,Max. % Total Population,36,65+,36
2019,Wahkiakum,Max. Sub-Population,1503,65+,1503
2019,Wahkiakum,Max. Total Population,4190,65+,4190
2019,Walla Walla,Max. % Total Population,20,65+,20
2019,Walla Walla,Max. Sub-Population,12580,65+,12580
2019,Walla Walla,Max. Total Population,62200,65+,62200
2019,Whatcom,Max. % Total Population,19,65+,19
2019,Whatcom,Max. Sub-Population,42824,65+,42824
2019,Whatcom,Max. Total Population,225300,65+,225300
2019,Whitman,Max. % Total Population,10,65+,10
2019,Whitman,Max. Sub-Population,5035,65+,5035
2019,Whitman,Max. Total Population,50130,65+,50130
2019,Yakima,Max. % Total Population,15,65+,15
2019,Yakima,Max. Sub-Population,37868,65+,37868
2019,Yakima,Max. Total Population,255950,65+,255950
2019,State Total,Max. % Total Population,16,65+,16
2019,State Total,Max. Sub-Population,1226402,65+,1226402
2019,State Total,Max. Total Population,7546410,65+,7546410
2020,Adams,Max. % Total Population,10,65+,10
2020,Adams,Max. Sub-Population,1997,65+,1997
2020,Adams,Max. Total Population,20450,65+,20450
2020,Asotin,Max. % Total Population,27,65+,27
2020,Asotin,Max. Sub-Population,6196,65+,6196
2020,Asotin,Max. Total Population,22640,65+,22640
2020,Benton,Max. % Total Population,17,65+,17
2020,Benton,Max. Sub-Population,33999,65+,33999
2020,Benton,Max. Total Population,205700,65+,205700
2020,Chelan,Max. % Total Population,23,65+,23
2020,Chelan,Max. Sub-Population,18279,65+,18279
2020,Chelan,Max. Total Population,79660,65+,79660
2020,Clallam,Max. % Total Population,31,65+,31
2020,Clallam,Max. Sub-Population,23833,65+,23833
2020,Clallam,Max. Total Population,76770,65+,76770
2020,Clark,Max. % Total Population,18,65+,18
2020,Clark,Max. Sub-Population,88968,65+,88968
2020,Clark,Max. Total Population,499200,65+,499200
2020,Columbia,Max. % Total Population,32,65+,32
2020,Columbia,Max. Sub-Population,1353,65+,1353
2020,Columbia,Max. Total Population,4185,65+,4185
2020,Cowlitz,Max. % Total Population,22,65+,22
2020,Cowlitz,Max. Sub-Population,23978,65+,23978
2020,Cowlitz,Max. Total Population,110500,65+,110500
2020,Douglas,Max. % Total Population,19,65+,19
2020,Douglas,Max. Sub-Population,8173,65+,8173
2020,Douglas,Max. Total Population,43750,65+,43750
2020,Ferry,Max. % Total Population,30,65+,30
2020,Ferry,Max. Sub-Population,2357,65+,2357
2020,Ferry,Max. Total Population,7910,65+,7910
2020,Franklin,Max. % Total Population,10,65+,10
2020,Franklin,Max. Sub-Population,9944,65+,9944
2020,Franklin,Max. Total Population,96760,65+,96760
2020,Garfield,Max. % Total Population,32,65+,32
2020,Garfield,Max. Sub-Population,703,65+,703
2020,Garfield,Max. Total Population,2225,65+,2225
2020,Grant,Max. % Total Population,15,65+,15
2020,Grant,Max. Sub-Population,14912,65+,14912
2020,Grant,Max. Total Population,100130,65+,100130
2020,Grays Harbor,Max. % Total Population,22,65+,22
2020,Grays Harbor,Max. Sub-Population,16682,65+,16682
2020,Grays Harbor,Max. Total Population,74720,65+,74720
2020,Island,Max. % Total Population,29,65+,29
2020,Island,Max. Sub-Population,24994,65+,24994
2020,Island,Max. Total Population,85530,65+,85530
2020,Jefferson,Max. % Total Population,39,65+,39
2020,Jefferson,Max. Sub-Population,12616,65+,12616
2020,Jefferson,Max. Total Population,32190,65+,32190
2020,King,Max. % Total Population,12,65+,12
2020,King,Max. Sub-Population,282462,65+,282462
2020,King,Max. Total Population,2260800,65+,2260800
2020,Kitsap,Max. % Total Population,23,65+,23
2020,Kitsap,Max. Sub-Population,62869,65+,62869
2020,Kitsap,Max. Total Population,272200,65+,272200
2020,Kittitas,Max. % Total Population,20,65+,20
2020,Kittitas,Max. Sub-Population,9434,65+,9434
2020,Kittitas,Max. Total Population,48140,65+,48140
2020,Klickitat,Max. % Total Population,28,65+,28
2020,Klickitat,Max. Sub-Population,6263,65+,6263
2020,Klickitat,Max. Total Population,22770,65+,22770
2020,Lewis,Max. % Total Population,22,65+,22
2020,Lewis,Max. Sub-Population,18028,65+,18028
2020,Lewis,Max. Total Population,80250,65+,80250
2020,Lincoln,Max. % Total Population,28,65+,28
2020,Lincoln,Max. Sub-Population,3041,65+,3041
2020,Lincoln,Max. Total Population,11050,65+,11050
2020,Mason,Max. % Total Population,25,65+,25
2020,Mason,Max. Sub-Population,16336,65+,16336
2020,Mason,Max. Total Population,65650,65+,65650
2020,Okanogan,Max. % Total Population,25,65+,25
2020,Okanogan,Max. Sub-Population,10988,65+,10988
2020,Okanogan,Max. Total Population,43130,65+,43130
2020,Pacific,Max. % Total Population,33,65+,33
2020,Pacific,Max. Sub-Population,7125,65+,7125
2020,Pacific,Max. Total Population,21840,65+,21840
2020,Pend Oreille,Max. % Total Population,29,65+,29
2020,Pend Oreille,Max. Sub-Population,3949,65+,3949
2020,Pend Oreille,Max. Total Population,13850,65+,13850
2020,Pierce,Max. % Total Population,15,65+,15
2020,Pierce,Max. Sub-Population,139464,65+,139464
2020,Pierce,Max. Total Population,900700,65+,900700
2020,San Juan,Max. % Total Population,34,65+,34
2020,San Juan,Max. Sub-Population,5919,65+,5919
2020,San Juan,Max. Total Population,17340,65+,17340
2020,Skagit,Max. % Total Population,23,65+,23
2020,Skagit,Max. Sub-Population,29738,65+,29738
2020,Skagit,Max. Total Population,130450,65+,130450
2020,Skamania,Max. % Total Population,24,65+,24
2020,Skamania,Max. Sub-Population,2909,65+,2909
2020,Skamania,Max. Total Population,12220,65+,12220
2020,Snohomish,Max. % Total Population,16,65+,16
2020,Snohomish,Max. Sub-Population,129586,65+,129586
2020,Snohomish,Max. Total Population,830500,65+,830500
2020,Spokane,Max. % Total Population,18,65+,18
2020,Spokane,Max. Sub-Population,93458,65+,93458
2020,Spokane,Max. Total Population,522600,65+,522600
2020,Stevens,Max. % Total Population,26,65+,26
2020,Stevens,Max. Sub-Population,11967,65+,11967
2020,Stevens,Max. Total Population,45920,65+,45920
2020,Thurston,Max. % Total Population,19,65+,19
2020,Thurston,Max. Sub-Population,55024,65+,55024
2020,Thurston,Max. Total Population,291000,65+,291000
2020,Wahkiakum,Max. % Total Population,37,65+,37
2020,Wahkiakum,Max. Sub-Population,1559,65+,1559
2020,Wahkiakum,Max. Total Population,4210,65+,4210
2020,Walla Walla,Max. % Total Population,21,65+,21
2020,Walla Walla,Max. Sub-Population,13066,65+,13066
2020,Walla Walla,Max. Total Population,62580,65+,62580
2020,Whatcom,Max. % Total Population,20,65+,20
2020,Whatcom,Max. Sub-Population,45272,65+,45272
2020,Whatcom,Max. Total Population,228000,65+,228000
2020,Whitman,Max. % Total Population,10,65+,10
2020,Whitman,Max. Sub-Population,5218,65+,5218
2020,Whitman,Max. Total Population,50480,65+,50480
2020,Yakima,Max. % Total Population,15,65+,15
2020,Yakima,Max. Sub-Population,38779,65+,38779
2020,Yakima,Max. Total Population,258200,65+,258200
2020,State Total,Max. % Total Population,17,65+,17
2020,State Total,Max. Sub-Population,1281438,65+,1281438
2020,State Total,Max. Total Population,7656200,65+,7656200
2019,Adams,Max. % Total Population,49,Female,49
2019,Adams,Max. Sub-Population,9916,Female,9916
2019,Adams,Max. Total Population,20150,Female,20150
2019,Asotin,Max. % Total Population,51,Female,51
2019,Asotin,Max. Sub-Population,11420,Female,11420
2019,Asotin,Max. Total Population,22520,Female,22520
2019,Benton,Max. % Total Population,50,Female,50
2019,Benton,Max. Sub-Population,100404,Female,100404
2019,Benton,Max. Total Population,201800,Female,201800
2019,Chelan,Max. % Total Population,50,Female,50
2019,Chelan,Max. Sub-Population,39220,Female,39220
2019,Chelan,Max. Total Population,78420,Female,78420
2019,Clallam,Max. % Total Population,50,Female,50
2019,Clallam,Max. Sub-Population,38083,Female,38083
2019,Clallam,Max. Total Population,76010,Female,76010
2019,Clark,Max. % Total Population,51,Female,51
2019,Clark,Max. Sub-Population,247241,Female,247241
2019,Clark,Max. Total Population,488500,Female,488500
2019,Columbia,Max. % Total Population,49,Female,49
2019,Columbia,Max. Sub-Population,2052,Female,2052
2019,Columbia,Max. Total Population,4160,Female,4160
2019,Cowlitz,Max. % Total Population,51,Female,51
